location_id,district_code,state_name,district_name,population,male,female,literate,workers,households,households_with_internet,households_with_electric_lighting,urban_households,rural_households,households_with_computer,lpg_or_png_households,state_key,district_key,latitude,longitude
630,630,TAMIL NADU,Dharmapuri,1506843,774303,732540,917709,751170,487926,3651,337972,91107,396819,18927,104785,TAMIL NADU,DHARMAPURI,12.122135164248705,77.88406842124353
631,631,TAMIL NADU,Krishnagiri,1879809,960232,919577,1187958,877779,580540,9619,409237,142552,437988,38239,151246,TAMIL NADU,KRISHNAGIRI,12.534779288038278,78.13649756842105
632,632,TAMIL NADU,Coimbatore,3458045,1729297,1728748,2635907,1567950,1169752,63273,896325,884957,284795,149920,675153,TAMIL NADU,COIMBATORE,10.94211116716418,77.01446577910447
633,633,TAMIL NADU,Tiruppur,2479052,1246159,1232893,1760566,1266137,894908,17181,655073,538022,356886,55311,463530,TAMIL NADU,TIRUPPUR,11.085437912605043,77.45421284845939
634,634,PONDICHERRY,Yanam,55626,27301,28325,39274,16760,15519,207,12859,15519,0,597,10399,PUDUCHERRY,YANAM,17.3213,82.0407
635,635,PONDICHERRY,PONDICHERRY,950289,468258,482031,726649,348105,291037,15437,226316,203741,87296,34007,170120,PUDUCHERRY,PONDICHERRY,11.918513381967212,79.74285471311477
636,636,PONDICHERRY,Mahe,41816,19143,22673,36470,11802,12110,574,7150,12110,0,1484,3632,PUDUCHERRY,MAHE,11.699542,75.55042750000001
637,637,PONDICHERRY,Karaikal,200222,97809,102413,154916,68301,69333,1868,47880,33715,35618,4870,28366,PUDUCHERRY,KARAIKAL,10.939381411538461,79.75273183846154
638,638,ANDAMAN AND NICOBAR ISLANDS,Nicobars,36842,20727,16115,25332,17125,15958,57,9301,0,15958,230,3644,ANDAMAN AND NICOBAR ISLANDS,NICOBARS,10.7735917475,92.9352238325
639,639,ANDAMAN AND NICOBAR ISLANDS,North  AND Middle Andaman,105597,54861,50736,78683,38579,40185,388,18641,1094,39091,1193,5897,ANDAMAN AND NICOBAR ISLANDS,NORTH  AND MIDDLE ANDAMAN,,
640,640,ANDAMAN AND NICOBAR ISLANDS,South Andaman,238142,127283,110859,190266,96831,85532,2789,52479,50631,34901,6771,31998,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMAN,,
